epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
1,10.0724,2.15546,4.13048,3.32336,2.10554,0,0.59703,0.3194,0.36082,0.22588,0.01072,0.00597,0.00095,0.00029,2.38671,60.4301,2.63493,2.1821,0,0.0002025,0.0002025,0.0752025
2,13.3737,1.70861,2.88065,1.33674,1.80355,0,0.18093,0.22617,0.10301,0.06602,0.1069,0.13363,0.04139,0.0168,2.15886,29.0812,3.16378,2.14537,0,0.000399501,0.000399501,0.0493995
3,16.6354,1.65308,2.55044,1.29982,1.76699,0,0.34946,0.51343,0.33396,0.20718,0.28313,0.3791,0.20396,0.0749,1.8612,16.1435,1.85475,1.89885,0,0.000582636,0.000582636,0.0235826
4,19.9207,1.66854,2.66207,1.25123,1.77244,0,0.39138,0.45687,0.35631,0.22621,0.39476,0.44776,0.34851,0.19053,1.73632,4.99578,4.26725,1.85118,0,0.000730004,0.000730004,0.000730004
5,23.0929,1.68224,2.59912,1.19238,1.7952,0,0.53459,0.52836,0.4909,0.3287,0.52855,0.52239,0.46862,0.27557,1.66246,3.92551,1.43278,1.85423,0,0.000703339,0.000703339,0.000703339
6,26.376,1.62771,2.47128,1.05865,1.77923,0,0.65036,0.70448,0.69948,0.46241,0.65446,0.70746,0.69048,0.41945,1.67092,3.02352,1.14548,1.80139,0,0.000676674,0.000676674,0.000676674
7,29.6113,1.65749,2.3982,1.055,1.78633,0,0.66955,0.64718,0.6454,0.44393,0.6905,0.61194,0.6433,0.40762,1.59308,2.98839,1.1778,1.81726,0,0.000650009,0.000650009,0.000650009
8,32.8779,1.53141,2.35254,0.97109,1.71297,0,0.59429,0.59701,0.60583,0.42927,0.6252,0.61194,0.61737,0.41113,1.59191,2.68585,1.31012,1.82306,0,0.000623344,0.000623344,0.000623344
9,36.1092,1.45693,2.26431,0.89344,1.68406,0,0.69579,0.62687,0.6828,0.47922,0.68681,0.62687,0.67658,0.42726,1.62419,2.68495,1.11154,1.80578,0,0.000596678,0.000596678,0.000596678
10,39.4329,1.42629,2.26655,0.93117,1.67825,0,0.75936,0.61791,0.68207,0.4909,0.75569,0.61493,0.68091,0.42587,1.51031,2.79165,1.08876,1.74524,0,0.000570013,0.000570013,0.000570013
11,42.666,1.44313,2.25631,0.91387,1.66029,0,0.70041,0.65599,0.7161,0.51023,0.71167,0.65672,0.72353,0.48645,1.52756,2.67474,1.01563,1.74661,0,0.000543348,0.000543348,0.000543348
12,45.8751,1.37178,2.14737,0.81739,1.64455,0,0.73156,0.71587,0.74389,0.5116,0.72851,0.71289,0.73928,0.48319,1.52179,2.75765,0.93103,1.7471,0,0.000516683,0.000516683,0.000516683
13,49.1167,1.35673,2.09563,0.84247,1.6381,0,0.70461,0.64795,0.6808,0.48918,0.70083,0.63881,0.67074,0.45032,1.48761,2.73323,1.09891,1.70482,0,0.000490018,0.000490018,0.000490018
14,52.3782,1.36332,2.16365,0.80988,1.64041,0,0.76613,0.68452,0.73389,0.51989,0.76583,0.69552,0.72344,0.49171,1.46539,2.46501,0.94342,1.75285,0,0.000463352,0.000463352,0.000463352
15,55.6389,1.36859,2.25189,0.82805,1.6546,0,0.7329,0.7403,0.74407,0.53899,0.74847,0.71061,0.73797,0.48733,1.38777,2.61379,0.92418,1.67011,0,0.000436687,0.000436687,0.000436687
16,58.8712,1.33608,2.14484,0.76404,1.63166,0,0.69513,0.72147,0.73704,0.51779,0.67771,0.74328,0.73472,0.4702,1.47466,2.57417,0.97676,1.72328,0,0.000410022,0.000410022,0.000410022
17,62.1033,1.36855,2.12691,0.77964,1.65102,0,0.77938,0.67164,0.74825,0.54757,0.78631,0.67761,0.74634,0.50555,1.44806,2.46664,0.93751,1.72777,0,0.000383357,0.000383357,0.000383357
18,65.358,1.29816,2.05177,0.75136,1.60703,0,0.78614,0.70149,0.76787,0.55474,0.79803,0.71947,0.77691,0.50781,1.46662,2.53082,0.85369,1.70513,0,0.000356692,0.000356692,0.000356692
19,68.601,1.27203,2.06319,0.72565,1.5916,0,0.75688,0.71642,0.76097,0.55674,0.739,0.7403,0.75727,0.49382,1.43359,2.59029,0.87167,1.71617,0,0.000330026,0.000330026,0.000330026
20,71.8607,1.18025,1.86127,0.67518,1.55091,0,0.77765,0.74627,0.78215,0.57653,0.79282,0.75391,0.78047,0.52752,1.41349,2.55502,0.87059,1.717,0,0.000303361,0.000303361,0.000303361
21,75.0331,1.18954,1.82613,0.6375,1.54364,0,0.74798,0.70448,0.77387,0.55623,0.75398,0.72239,0.77126,0.5063,1.46197,2.57201,0.92294,1.72383,0,0.000276696,0.000276696,0.000276696
22,78.2913,1.20961,1.90731,0.69493,1.57799,0,0.76998,0.78938,0.77923,0.55877,0.76119,0.78806,0.77258,0.51743,1.40812,2.54795,0.86062,1.69754,0,0.000250031,0.000250031,0.000250031
23,82.1992,1.1253,1.79621,0.63235,1.52114,0,0.76461,0.74627,0.7782,0.5609,0.77616,0.75821,0.77402,0.50889,1.42694,2.58364,0.84652,1.73853,0,0.000223366,0.000223366,0.000223366
24,85.2903,1.09082,1.85227,0.6186,1.50767,0,0.77633,0.74596,0.76477,0.56748,0.77764,0.74925,0.76993,0.51982,1.36587,2.41214,0.85161,1.67599,0,0.0001967,0.0001967,0.0001967
25,88.3764,1.0489,1.71721,0.58139,1.49026,0,0.75688,0.76203,0.77661,0.5734,0.75145,0.7581,0.77124,0.52725,1.34876,2.39435,0.86389,1.67188,0,0.000170035,0.000170035,0.000170035
26,91.4633,1.02244,1.74751,0.55335,1.46345,0,0.74831,0.76119,0.77866,0.58296,0.76512,0.74875,0.7777,0.53642,1.32036,2.42181,0.8261,1.65216,0,0.00014337,0.00014337,0.00014337
27,94.5393,1.00879,1.74896,0.54987,1.47945,0,0.74164,0.75407,0.77541,0.57279,0.73953,0.74925,0.77379,0.51242,1.35832,2.51253,0.85714,1.68504,0,0.000116705,0.000116705,0.000116705
28,97.6004,1.00225,1.693,0.55742,1.46933,0,0.74146,0.80299,0.79469,0.59316,0.73737,0.79618,0.78123,0.5362,1.34525,2.39937,0.8088,1.69341,0,9.00396e-05,9.00396e-05,9.00396e-05
29,100.651,0.97849,1.67236,0.51841,1.46409,0,0.74029,0.79131,0.78566,0.5956,0.73105,0.79701,0.77627,0.53508,1.32099,2.46047,0.8005,1.68588,0,6.33744e-05,6.33744e-05,6.33744e-05
30,103.703,0.958,1.58828,0.51445,1.44896,0,0.7305,0.8,0.78857,0.59436,0.73387,0.8,0.7799,0.54089,1.32194,2.43918,0.80194,1.68303,0,3.67092e-05,3.67092e-05,3.67092e-05
