epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
17,61.8559,2.32429,2.97718,1.36536,2.39491,0,0.3313,0.36119,0.24903,0.11732,0.33093,0.35522,0.24681,0.10731,2.51907,3.73088,2.57469,2.61925,0,0.00472,0.00472,0.00472
18,65.1182,2.3535,3.0477,1.32285,2.44023,0,0.49661,0.50149,0.47356,0.26059,0.51204,0.49552,0.48935,0.27272,2.25405,3.01992,1.43161,2.45606,0,0.00439,0.00439,0.00439
19,68.3612,2.26338,3.00462,1.379,2.38853,0,0.47845,0.43881,0.41728,0.22449,0.49473,0.45373,0.42428,0.22414,2.42552,3.31558,1.7642,2.60146,0,0.00406,0.00406,0.00406
20,71.5301,2.2616,2.79719,1.34425,2.42311,0,0.48687,0.45318,0.40487,0.20391,0.49709,0.46269,0.42331,0.21786,2.45066,3.34053,2.12054,2.59404,0,0.00373,0.00373,0.00373
21,75.4603,2.11126,2.83837,1.34985,2.3524,0,0.47859,0.41921,0.39196,0.20497,0.4974,0.47761,0.43635,0.20339,2.59698,3.49288,2.26635,2.63291,0,0.0034,0.0034,0.0034
22,78.5792,2.11317,2.85071,1.33257,2.32466,0,0.43619,0.50746,0.4294,0.23082,0.44803,0.5161,0.43132,0.22323,2.23587,3.14733,1.53075,2.36915,0,0.00307,0.00307,0.00307
23,81.6595,2.10295,2.752,1.30948,2.3526,0,0.44464,0.47463,0.4201,0.2301,0.4524,0.48955,0.42402,0.23002,2.23741,3.07856,1.59228,2.37615,0,0.00274,0.00274,0.00274
24,84.7355,2.07574,2.76989,1.30375,2.32328,0,0.54113,0.46468,0.46437,0.25962,0.56087,0.48358,0.47853,0.25892,2.28557,3.14945,1.51465,2.44131,0,0.00241,0.00241,0.00241
25,87.7793,2.07617,2.76544,1.28975,2.3514,0,0.46073,0.46567,0.39272,0.22276,0.46079,0.51019,0.40756,0.22837,2.2297,3.16844,1.66392,2.49237,0,0.00208,0.00208,0.00208
26,90.8493,2.03979,2.74725,1.3409,2.3381,0,0.53018,0.49182,0.45279,0.26137,0.5525,0.50746,0.46861,0.26162,2.09337,3.07753,1.88483,2.40565,0,0.00175,0.00175,0.00175
27,93.884,2.02108,2.79877,1.28692,2.33339,0,0.6026,0.57486,0.60517,0.36373,0.61835,0.61194,0.61639,0.36003,1.91705,2.73839,1.22834,2.24097,0,0.00142,0.00142,0.00142
28,96.9062,1.94695,2.70687,1.2498,2.27824,0,0.56982,0.48955,0.49253,0.29103,0.58143,0.49851,0.5034,0.27632,2.13939,3.06257,1.46571,2.394,0,0.00109,0.00109,0.00109
29,99.9199,1.94504,2.72839,1.26975,2.26635,0,0.58154,0.5791,0.55435,0.33609,0.55553,0.60597,0.56674,0.32051,1.99753,2.82442,1.31369,2.28002,0,0.00076,0.00076,0.00076
30,102.982,1.93352,2.70283,1.2179,2.23853,0,0.60428,0.60171,0.5992,0.37675,0.61425,0.62985,0.61183,0.36494,1.86221,2.66831,1.21146,2.19494,0,0.00043,0.00043,0.00043
