epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
54,158.648,0.81675,1.30142,0.97552,1.74949,0,0.71271,0.70149,0.75343,0.51581,0.7156,0.71355,0.74032,0.45315,1.05743,1.76864,1.45718,2.08969,0,0.000952455,0.000952455,0.000952455
55,161.443,0.83049,1.2721,1.00479,1.78248,0,0.71972,0.76716,0.77225,0.54028,0.71128,0.77313,0.76085,0.47223,1.00121,1.63772,1.40418,2.04527,0,0.00093269,0.00093269,0.00093269
56,164.26,0.79487,1.18661,0.97676,1.75769,0,0.74339,0.71642,0.75447,0.52887,0.74807,0.7194,0.75496,0.47671,1.0159,1.72481,1.40774,2.04676,0,0.000912925,0.000912925,0.000912925
57,167.084,0.85998,1.27656,1.00987,1.81197,0,0.72578,0.71343,0.77337,0.54329,0.72991,0.69552,0.75301,0.45914,1.01768,1.80135,1.37373,2.05876,0,0.00089316,0.00089316,0.00089316
58,169.846,0.8187,1.25636,0.97444,1.75661,0,0.77896,0.70483,0.77376,0.55192,0.76108,0.72239,0.7659,0.47291,0.99434,1.80163,1.29684,2.04949,0,0.000873395,0.000873395,0.000873395
59,172.769,0.7565,1.22504,0.89891,1.74051,0,0.78707,0.68358,0.76703,0.5462,0.78723,0.68476,0.75535,0.45898,0.99767,1.74438,1.31582,2.05114,0,0.00085363,0.00085363,0.00085363
60,175.599,0.76593,1.19705,0.91513,1.76111,0,0.80566,0.66567,0.74955,0.52256,0.79398,0.69254,0.7517,0.44042,1.07377,1.8501,1.37388,2.12535,0,0.000833865,0.000833865,0.000833865
61,178.369,0.80659,1.25961,0.98998,1.76654,0,0.73971,0.75224,0.77205,0.5412,0.76333,0.74135,0.77059,0.46273,1.03383,1.75303,1.33422,2.13384,0,0.0008141,0.0008141,0.0008141
62,181.104,0.80349,1.26612,0.97262,1.76241,0,0.7191,0.74125,0.74998,0.51872,0.71387,0.73732,0.73183,0.44763,1.02659,1.82242,1.4306,2.09609,0,0.000794335,0.000794335,0.000794335
63,183.877,0.76873,1.15011,0.94729,1.74068,0,0.74735,0.7594,0.78,0.56236,0.75361,0.75821,0.77173,0.48587,0.98405,1.77102,1.25452,2.07724,0,0.00077457,0.00077457,0.00077457
64,186.79,0.78666,1.16884,0.93067,1.75432,0,0.73944,0.71343,0.76604,0.53435,0.73977,0.71045,0.7482,0.4456,1.06962,1.88249,1.33627,2.13309,0,0.000754805,0.000754805,0.000754805
65,189.619,0.76797,1.21164,0.89677,1.74533,0,0.7148,0.76418,0.76738,0.55585,0.73349,0.73134,0.75575,0.47409,0.93439,1.65957,1.28106,2.04951,0,0.00073504,0.00073504,0.00073504
66,192.415,0.75457,1.16181,0.87921,1.73102,0,0.74532,0.72239,0.76615,0.55495,0.73842,0.74328,0.75307,0.47567,0.9745,1.67325,1.29971,2.06799,0,0.000715275,0.000715275,0.000715275
67,195.219,0.74134,1.15327,0.8562,1.73483,0,0.77681,0.65672,0.73976,0.52449,0.74987,0.68358,0.73895,0.44673,1.06525,1.78955,1.36467,2.13319,0,0.00069551,0.00069551,0.00069551
68,198.161,0.77118,1.13397,0.90386,1.74918,0,0.75654,0.70149,0.75064,0.52063,0.75597,0.70149,0.74329,0.43307,1.13556,1.86859,1.38691,2.27961,0,0.000675745,0.000675745,0.000675745
69,200.983,0.7383,1.10667,0.87702,1.74337,0,0.79044,0.71343,0.78404,0.56364,0.79044,0.71343,0.77183,0.48146,1.00799,1.71132,1.26111,2.0826,0,0.00065598,0.00065598,0.00065598
70,203.741,0.7443,1.13289,0.85004,1.73465,0,0.74873,0.71642,0.78547,0.55923,0.74936,0.71642,0.77415,0.47511,1.03143,1.80058,1.32769,2.11372,0,0.000636215,0.000636215,0.000636215
71,206.569,0.72158,1.09035,0.83333,1.72666,0,0.76727,0.73134,0.76704,0.5559,0.76414,0.72836,0.75536,0.47967,1.03855,1.77075,1.29042,2.16888,0,0.00061645,0.00061645,0.00061645
72,209.415,0.72679,1.07229,0.87954,1.70669,0,0.70346,0.78602,0.79025,0.56268,0.7081,0.77481,0.76737,0.48047,1.02607,1.8346,1.27522,2.14034,0,0.000596685,0.000596685,0.000596685
73,212.262,0.71365,1.05802,0.84986,1.69685,0,0.77114,0.74432,0.79419,0.5739,0.7452,0.76827,0.78324,0.50872,0.97308,1.77133,1.25226,2.07187,0,0.00057692,0.00057692,0.00057692
74,215.191,0.69633,1.10815,0.81261,1.71779,0,0.74648,0.76469,0.78345,0.57201,0.74357,0.7617,0.76886,0.49635,0.95145,1.76278,1.27432,2.03203,0,0.000557155,0.000557155,0.000557155
75,218.021,0.72574,1.14225,0.84874,1.73739,0,0.81344,0.70448,0.78838,0.57019,0.80282,0.69552,0.76956,0.48483,0.98865,1.76226,1.2361,2.07579,0,0.00053739,0.00053739,0.00053739
76,220.87,0.70521,1.05515,0.80562,1.69327,0,0.78416,0.70746,0.77788,0.55902,0.73463,0.74372,0.76252,0.46755,1.04977,1.89223,1.24331,2.16641,0,0.000517625,0.000517625,0.000517625
77,223.681,0.71485,1.0587,0.81069,1.69846,0,0.76844,0.74296,0.77417,0.5695,0.75605,0.74011,0.7586,0.47562,0.98345,1.88043,1.25401,2.10636,0,0.00049786,0.00049786,0.00049786
78,226.597,0.73031,1.14713,0.84084,1.70924,0,0.77987,0.74925,0.78963,0.56816,0.77677,0.74627,0.77971,0.49185,0.97787,1.88736,1.25998,2.10408,0,0.000478095,0.000478095,0.000478095
79,229.397,0.72246,1.09207,0.86262,1.70771,0,0.72438,0.74627,0.77598,0.55967,0.72635,0.75522,0.77115,0.47881,0.97986,1.85179,1.30186,2.09827,0,0.00045833,0.00045833,0.00045833
80,232.275,0.67491,1.07131,0.80301,1.70171,0,0.79278,0.71947,0.77857,0.56134,0.74471,0.74886,0.76263,0.45745,0.94728,1.82591,1.27626,2.06617,0,0.000438565,0.000438565,0.000438565
81,235.148,0.66961,1.05494,0.80285,1.72378,0,0.76116,0.74627,0.77679,0.57044,0.75202,0.73731,0.76386,0.48523,0.92115,1.7152,1.28556,2.04676,0,0.0004188,0.0004188,0.0004188
82,238.055,0.67103,1.05445,0.75347,1.67769,0,0.78523,0.71343,0.77634,0.57594,0.73359,0.76418,0.76927,0.48915,0.93316,1.75726,1.26614,2.05746,0,0.000399035,0.000399035,0.000399035
83,240.897,0.67475,0.99757,0.77267,1.6632,0,0.81449,0.70775,0.78924,0.58202,0.80628,0.70816,0.77896,0.49821,0.94769,1.83546,1.25392,2.08564,0,0.00037927,0.00037927,0.00037927
84,243.766,0.67509,1.0428,0.78148,1.68188,0,0.80051,0.70746,0.79203,0.57534,0.77134,0.72503,0.77877,0.48352,0.96046,1.87152,1.26932,2.07852,0,0.000359505,0.000359505,0.000359505
85,246.539,0.67317,1.03682,0.75308,1.68549,0,0.74733,0.74925,0.78014,0.57744,0.73683,0.77015,0.77539,0.50328,0.95,1.74985,1.26066,2.12153,0,0.00033974,0.00033974,0.00033974
86,249.455,0.6645,0.97889,0.79013,1.69244,0,0.76936,0.75224,0.7838,0.58124,0.77363,0.75522,0.78358,0.50484,0.94873,1.72977,1.27363,2.11693,0,0.000319975,0.000319975,0.000319975
87,252.352,0.64238,1.02443,0.74623,1.65819,0,0.76234,0.766,0.78429,0.57493,0.76234,0.766,0.77808,0.49137,0.92148,1.73324,1.24248,2.09004,0,0.00030021,0.00030021,0.00030021
88,255.317,0.66928,1.07058,0.75718,1.67089,0,0.74272,0.74973,0.76873,0.56544,0.73977,0.74674,0.76131,0.49572,0.94274,1.73565,1.26748,2.10352,0,0.000280445,0.000280445,0.000280445
89,258.08,0.65624,1.04008,0.77885,1.67648,0,0.79158,0.7194,0.78967,0.58519,0.78501,0.71343,0.77722,0.48993,0.92208,1.71001,1.23935,2.09093,0,0.00026068,0.00026068,0.00026068
90,260.909,0.67192,1.0602,0.75558,1.6838,0,0.79832,0.71343,0.7931,0.58139,0.78469,0.72537,0.78278,0.48877,0.92785,1.79329,1.23807,2.10713,0,0.000240915,0.000240915,0.000240915
91,264.828,0.59246,0.99148,0.66825,1.61055,0,0.79634,0.7194,0.78579,0.58707,0.79487,0.7194,0.78706,0.50884,0.92984,1.7962,1.21716,2.11229,0,0.00022115,0.00022115,0.00022115
92,267.74,0.57122,0.96383,0.66073,1.59015,0,0.77931,0.74627,0.78998,0.58732,0.74143,0.7791,0.78407,0.50329,0.91286,1.78099,1.19844,2.07485,0,0.000201385,0.000201385,0.000201385
93,270.614,0.57311,0.95656,0.64056,1.61333,0,0.7691,0.75821,0.79651,0.5883,0.76305,0.75224,0.78511,0.51107,0.91747,1.75715,1.19875,2.08947,0,0.00018162,0.00018162,0.00018162
94,273.528,0.56615,0.95806,0.64537,1.60898,0,0.76303,0.75932,0.78658,0.59193,0.74609,0.75522,0.78053,0.50911,0.91198,1.77899,1.20588,2.09719,0,0.000161855,0.000161855,0.000161855
95,276.473,0.5604,0.92089,0.61983,1.60483,0,0.78709,0.71343,0.78273,0.58755,0.71917,0.77612,0.76925,0.49199,0.9101,1.75715,1.2162,2.09038,0,0.00014209,0.00014209,0.00014209
96,279.283,0.58248,0.97181,0.64365,1.63415,0,0.74504,0.76762,0.78757,0.58146,0.73516,0.77062,0.77644,0.49531,0.93334,1.80486,1.21519,2.11032,0,0.000122325,0.000122325,0.000122325
97,282.112,0.56008,0.90604,0.62449,1.60619,0,0.75942,0.75382,0.79123,0.59049,0.73237,0.75522,0.77498,0.49391,0.92153,1.78843,1.21097,2.1087,0,0.00010256,0.00010256,0.00010256
98,285.013,0.54474,0.91075,0.60696,1.59792,0,0.76029,0.75224,0.78862,0.59307,0.74515,0.75936,0.77826,0.50761,0.92397,1.78664,1.20882,2.10079,0,8.2795e-05,8.2795e-05,8.2795e-05
99,287.786,0.53927,0.90605,0.61255,1.5783,0,0.76783,0.75224,0.79085,0.59761,0.75869,0.74328,0.78204,0.50535,0.91532,1.78781,1.20169,2.10714,0,6.303e-05,6.303e-05,6.303e-05
100,290.695,0.54627,0.88318,0.60322,1.58251,0,0.7869,0.76056,0.80042,0.59607,0.77819,0.75402,0.78498,0.50703,0.9122,1.80365,1.17946,2.11819,0,4.3265e-05,4.3265e-05,4.3265e-05
