epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
28,130.996,0.56209,0.85784,1.2249,0.85167,0,0.47638,0.59453,0.55742,0.41432,0.50345,0.59291,0.56205,0.38131,0.5634,1.00733,1.42582,0.89012,0,0.00081741,0.00081741,0.00081741
29,135.495,0.56724,0.87215,1.23478,0.85214,0,0.49652,0.61589,0.57275,0.43591,0.49193,0.61,0.57074,0.38413,0.57287,0.96118,1.39611,0.88796,0,0.000806537,0.000806537,0.000806537
30,140.183,0.56015,0.85134,1.25683,0.84468,0,0.48312,0.56104,0.51777,0.38261,0.50677,0.54616,0.51917,0.32634,0.63165,1.04584,1.57612,0.9346,0,0.000795663,0.000795663,0.000795663
31,144.883,0.5633,0.86913,1.16851,0.8475,0,0.5702,0.56746,0.57029,0.41484,0.5715,0.56702,0.56954,0.379,0.59279,0.96379,1.44635,0.91275,0,0.000784789,0.000784789,0.000784789
32,149.481,0.55982,0.85517,1.1943,0.85853,0,0.52291,0.53932,0.50883,0.38009,0.52186,0.53733,0.51229,0.34626,0.61901,1.06281,1.60738,0.94591,0,0.000773916,0.000773916,0.000773916
33,153.978,0.56237,0.86718,1.18431,0.85544,0,0.52387,0.55057,0.53216,0.40635,0.53312,0.5623,0.5429,0.36415,0.58892,1.00496,1.45734,0.91436,0,0.000763042,0.000763042,0.000763042
34,158.501,0.54451,0.87688,1.17956,0.84566,0,0.51855,0.59234,0.56506,0.4282,0.53304,0.57791,0.56887,0.38181,0.57351,0.95396,1.39352,0.89993,0,0.000752168,0.000752168,0.000752168
35,163.058,0.53417,0.80417,1.16468,0.84065,0,0.46936,0.64465,0.56221,0.41884,0.47054,0.64529,0.56102,0.379,0.56147,0.97663,1.37032,0.8968,0,0.000741295,0.000741295,0.000741295
36,167.671,0.53195,0.84281,1.10762,0.84508,0,0.54338,0.61267,0.59785,0.45274,0.538,0.62017,0.60647,0.4159,0.56099,0.93967,1.33245,0.9077,0,0.000730421,0.000730421,0.000730421
37,172.388,0.55515,0.87383,1.18502,0.84839,0,0.48714,0.63134,0.56701,0.42988,0.50326,0.60707,0.57385,0.38653,0.58057,0.97439,1.38238,0.91218,0,0.000719547,0.000719547,0.000719547
38,177.005,0.55465,0.84036,1.15556,0.83554,0,0.556,0.63914,0.5908,0.43896,0.57467,0.61183,0.59608,0.39986,0.55861,0.9369,1.34499,0.90078,0,0.000708673,0.000708673,0.000708673
39,181.5,0.54411,0.85835,1.09965,0.83221,0,0.5525,0.60787,0.57174,0.43383,0.55945,0.61081,0.58201,0.38673,0.5726,0.99535,1.40805,0.90698,0,0.0006978,0.0006978,0.0006978
40,186.031,0.53376,0.847,1.13057,0.84766,0,0.53303,0.622,0.58406,0.44243,0.53362,0.62337,0.59,0.39809,0.55792,0.96224,1.31807,0.8978,0,0.000686926,0.000686926,0.000686926
41,190.534,0.55569,0.86342,1.14616,0.85246,0,0.47504,0.61642,0.54139,0.40292,0.47909,0.61949,0.54292,0.35587,0.60974,1.00147,1.49655,0.91314,0,0.000676052,0.000676052,0.000676052
42,195.277,0.53676,0.84754,1.1201,0.83299,0,0.52126,0.5977,0.56922,0.42806,0.52595,0.59144,0.56723,0.38287,0.56988,0.95958,1.34537,0.90895,0,0.000665179,0.000665179,0.000665179
43,199.878,0.55568,0.83011,1.10258,0.84539,0,0.5588,0.59076,0.5986,0.4476,0.56218,0.58518,0.6016,0.40079,0.56094,0.98802,1.29119,0.90359,0,0.000654305,0.000654305,0.000654305
44,204.493,0.54516,0.84349,1.09337,0.848,0,0.55039,0.60598,0.56738,0.43623,0.55588,0.61177,0.57254,0.38959,0.56683,0.97853,1.37368,0.91078,0,0.000643431,0.000643431,0.000643431
45,209.093,0.5339,0.81086,1.07662,0.83541,0,0.5634,0.55901,0.56489,0.43864,0.56113,0.58013,0.5692,0.38672,0.55153,0.98321,1.42754,0.89531,0,0.000632558,0.000632558,0.000632558
46,213.768,0.53317,0.81634,1.06785,0.82731,0,0.54169,0.60001,0.58272,0.43924,0.5508,0.59559,0.58469,0.39701,0.57081,1.0076,1.34723,0.90934,0,0.000621684,0.000621684,0.000621684
47,218.276,0.51949,0.81602,1.07105,0.82911,0,0.55166,0.5976,0.59667,0.44952,0.55583,0.60697,0.60049,0.40606,0.56587,0.94973,1.31596,0.91588,0,0.00061081,0.00061081,0.00061081
48,222.912,0.52616,0.832,1.0566,0.83918,0,0.53752,0.55162,0.56236,0.42019,0.53409,0.54698,0.55828,0.37284,0.57858,0.98692,1.42331,0.91839,0,0.000599937,0.000599937,0.000599937
49,227.498,0.51241,0.78649,1.07351,0.82192,0,0.54164,0.62825,0.6015,0.45479,0.53894,0.62613,0.59884,0.40464,0.54472,0.9727,1.3179,0.89534,0,0.000589063,0.000589063,0.000589063
50,231.947,0.51846,0.79639,1.03475,0.83003,0,0.49649,0.60399,0.55518,0.42595,0.49765,0.60864,0.55964,0.38077,0.56243,0.94366,1.35857,0.90748,0,0.000578189,0.000578189,0.000578189
51,236.449,0.51849,0.81644,1.04978,0.83213,0,0.51052,0.62256,0.57318,0.44047,0.54874,0.57498,0.57502,0.39367,0.55941,0.97467,1.37162,0.90823,0,0.000567315,0.000567315,0.000567315
52,241.032,0.50862,0.80238,1.04739,0.82437,0,0.53463,0.5635,0.54238,0.39937,0.52695,0.56654,0.54502,0.36336,0.58685,0.99907,1.57004,0.92772,0,0.000556442,0.000556442,0.000556442
53,245.709,0.51937,0.81838,1.04397,0.82629,0,0.54268,0.62795,0.58799,0.44731,0.53716,0.64085,0.59476,0.39962,0.55901,0.99646,1.33029,0.91924,0,0.000545568,0.000545568,0.000545568
54,250.186,0.52126,0.82176,1.0181,0.82981,0,0.5291,0.64696,0.57705,0.44602,0.53101,0.64848,0.58167,0.39834,0.55173,0.91646,1.36931,0.9073,0,0.000534694,0.000534694,0.000534694
55,254.694,0.49728,0.78886,0.99567,0.82564,0,0.575,0.57711,0.5868,0.44833,0.58788,0.5756,0.59545,0.40198,0.56531,0.97859,1.35898,0.92699,0,0.000523821,0.000523821,0.000523821
56,259.202,0.50649,0.79449,1.01051,0.82443,0,0.53536,0.64574,0.57949,0.44436,0.53607,0.65764,0.58911,0.40475,0.56199,0.99137,1.38473,0.91362,0,0.000512947,0.000512947,0.000512947
